Price,Close,High,Low,Open,Volume,SMA_10,SMA_30,RSI,Volatility,MACD
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,
2020-02-13,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600,0.15772928595293378,0.1224716284753481,0.6059472441021476,0.128581550475401,0.5457085854057151
2020-02-14,78.94525146484375,79.19548537647773,78.43506373229454,78.89422750170591,80113600,0.1611103276328114,0.12434889971723406,0.6984641628320418,0.09671500750340309,0.5463998243879284
2020-02-18,77.4997329711914,77.68194237472869,76.43319703704242,76.6154064405797,152531200,0.163424748279977,0.12600093316096173,0.5678387064653324,0.022140493582895632,0.5377594001588603
2020-02-19,78.62213134765625,78.85293286069638,77.74266859542944,77.74266859542944,93984000,0.16457976912437688,0.12782025989235613,0.5490069666397136,0.012319023159216888,0.536660832586425
2020-02-20,77.8155517578125,78.87236767412692,77.3077958277377,78.3816197327152,100566000,0.16449845311490308,0.12949767171804039,0.5226603710575102,0.013351850341588214,0.530400285752724
2020-02-21,76.05419158935547,77.85199672111999,75.43468266835458,77.40740168585418,129554000,0.1621172911023,0.13028220983169247,0.5929481129173091,0.051934400826797816,0.5146808998752302
2020-02-24,72.44158935546875,73.8992644068107,70.26722851902157,72.21808333283613,222195200,0.15754940070672185,0.12948735592750393,0.4674081258781772,0.19273376882091647,0.48109316881625663
2020-02-25,69.98783111572266,73.49840130839426,69.51409119791701,73.11455016100783,230673600,0.15055226510353137,0.12789161562928908,0.2985184685357757,0.3357836792772982,0.4405471772849993
2020-02-26,71.09810638427734,72.3687159357965,69.6039907873723,69.6112788668062,198054800,0.14491610582134318,0.1261442595295449,0.3213637868313341,0.39445475695485716,0.41548954603133215
2020-02-27,66.4505386352539,69.48250516613125,66.3144895679182,68.29207211988479,320605600,0.13369392534548252,0.12329474890334602,0.20833868322003285,0.5119926269402095,0.3697692931820199
2020-02-28,66.41167449951172,67.6385554997623,62.2840268493113,62.50025221622377,426510000,0.12292540364328941,0.12053252304805617,0.22084989530817017,0.5704483322696692,0.3348617097821873
2020-03-02,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200,0.11746066055740034,0.1193693029545918,0.4244639312972072,0.519894000280962,0.3445723267076716
2020-03-03,70.28909301757812,73.85553621045779,69.43391890589473,73.77536734454684,319475600,0.11125584724706872,0.11724399156879184,0.394127034020252,0.48721095197992076,0.3403568562313509
2020-03-04,73.5494155883789,73.70976072017585,71.21470980381075,72.01885987940881,219178400,0.1068907347930873,0.11627383677073555,0.42986844983289685,0.40926597763181144,0.35725864080811476
2020-03-05,71.1636962890625,72.7744209254937,70.79684571065036,71.79534952023471,187572800,0.10116675999800395,0.11449174610692014,0.40258320482466337,0.31686509697300147,0.35807211425454555
2020-03-06,70.2186279296875,70.65350301025936,68.32365355677196,68.51071916341945,226176800,0.09614521082875827,0.1123079242279913,0.3891816497917501,0.2396588647046351,0.35454908711200306
2020-03-09,64.6648941040039,67.56080421303677,63.8947525693777,64.0769619398227,286744800,0.08945330241049054,0.10849669963121511,0.3407684246036333,0.30360343012131363,0.3211885798418351
2020-03-10,69.32215881347656,69.58940069608109,65.44231380372885,67.33000755448958,285290000,0.08888048607409504,0.10679984641839868,0.4113897951530084,0.3034493548217693,0.3235008093273015
2020-03-11,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800,0.0852805227365464,0.10372129449755352,0.3940072560376387,0.31106494410880076,0.313142789354608
2020-03-12,60.30644607543945,65.59537815986118,60.25056956905768,62.17956017177718,418474000,0.07999348198284151,0.09813333045140249,0.3487336185101602,0.4530614239365502,0.2688408496505855
2020-03-13,67.53166961669922,68.00541706978933,61.45316238600461,64.35394062468555,370732000,0.08095724673261928,0.0947858971823714,0.4907664431054924,0.4463506440355585,0.27793205064651066
2020-03-16,58.843929290771484,62.94242181547155,58.30701720952722,58.78076098294256,322423600,0.06912464143011021,0.0898487526112427,0.4320026420005607,0.5505245533013181,0.23732050129161633
2020-03-17,61.4312858581543,62.585274902506356,57.91828734590941,60.13152411847769,324056000,0.06150242757437574,0.0857643785050346,0.4500469098374429,0.5767228254260577,0.22301437103318494
2020-03-18,59.927452087402344,60.73646220887165,57.60731848961155,58.25112721326127,300233600,0.049780619109738855,0.08046692775663111,0.478234298920919,0.5339214003889521,0.2059741124479037
2020-03-19,59.46827697753906,61.426419675647786,58.941084997822024,60.102365710205,271857200,0.03971661731781917,0.07483691446133789,0.4742783075595011,0.5007987115523096,0.1929882340552458
2020-03-20,55.69289779663086,61.181042654095215,55.391643663219554,60.0513424340969,401693200,0.027217110443021997,0.0677761238442679,0.3594538241908601,0.5095481612011035,0.16427288300375714
2020-03-23,54.50975036621094,55.5131177507659,51.652708966620814,55.411080955108275,336752800,0.01847852809278061,0.06068121705156382,0.3681439020806126,0.5826972021055825,0.13845534034456786
2020-03-24,59.97846984863281,60.17525538486383,56.92221075272987,57.422678587356735,287531200,0.01043820906012527,0.055143097908410654,0.39980233922282904,0.4710292829629485,0.15342211912699305
2020-03-25,59.6480712890625,62.740771189079894,59.35167702986198,60.91867715648319,303602000,0.00418532568509411,0.049648000433128114,0.4172815673247671,0.38193410438868686,0.16685177608225077
2020-03-26,62.786922454833984,62.8452270829615,59.852136310832755,59.891008534290606,252087200,0.00631979543449801,0.04454821155105693,0.46730044445774915,0.39930235723662666,0.19885741630785697
2020-03-27,60.187408447265625,62.162555760268454,60.01977521141477,61.404565866396354,204216800,0.0,0.03882763870465733,0.49673986131920106,0.24853648019037622,0.2120811332608421
2020-03-30,61.905029296875,62.07752247549457,60.59069140429655,60.9162416493631,167976400,0.002634101020757562,0.033625498966537326,0.4574394741874491,0.26583525571245475,0.23524400367987525
2020-03-31,61.7786979675293,63.77085317683828,61.2223536075195,62.09696014187927,197002000,0.002933051917527796,0.02882608848287238,0.48229088211551524,0.2698088722580091,0.2553351692823533
2020-04-01,58.52809143066406,60.42549811462956,58.0956480712456,59.88615797745644,176218400,0.0017288908881682996,0.022691661213018244,0.5237711489078836,0.2720746921371138,0.25483956966531174
2020-04-02,59.504730224609375,59.55817861263245,57.553875182946484,58.38960956978753,165934000,0.0017602591986207727,0.01710162539091742,0.41721600032479006,0.27208204608372055,0.2625089393056429
2020-04-03,58.64955520629883,59.691791212482975,58.05676677284577,58.987249770331935,129880000,0.004304486530399609,0.011788235127378144,0.5444727868270887,0.229613490691514,0.2659628814922257
2020-04-06,63.7659912109375,63.92147268414862,60.58583124007948,60.95510622630932,201820400,0.012269555756774575,0.00913969724948216,0.5933826754324061,0.15859700534567017,0.3003859614012767
2020-04-07,63.027442932128906,66.00839339127049,62.92297799130032,65.78973618510182,202887200,0.014893221463705308,0.007014788806053662,0.60961262502188,0.1750207480592228,0.32503924491202774
2020-04-08,64.64059448242188,64.95642107483819,63.464737632864384,63.83158077024564,168895200,0.01918932757378411,0.005043401406118697,0.6466306453826194,0.2080628622954842,0.35526938103623346
2020-04-09,65.10706329345703,65.61239487021291,64.3077766952038,65.2795602045284,161834800,0.02118582730888996,0.004633257313286121,0.7484903977417967,0.2430588981900153,0.3829358291763473
2020-04-13,66.38493347167969,66.49426203682228,64.5822725466692,65.18478074186199,131022800,0.026518847125436062,0.004625093654259116,0.7998966236503275,0.28753316268148976,0.4129404849607784
2020-04-14,69.73760986328125,70.0291478764634,67.55109700677416,68.02484442466522,194994800,0.033258845303868134,0.0037528794730599113,0.7722086223267186,0.3995001272127842,0.4563563847856986
2020-04-15,69.10108947753906,69.56268513070003,68.17789817121714,68.60790967618321,131154400,0.039559821721641075,0.0033901987307699555,0.762628770582148,0.4547311680597453,0.48686410755590775
2020-04-16,69.65015411376953,70.01700476078703,68.59576989662524,69.81778736213384,157125200,0.04913044555231716,0.0021998091415710297,0.721270831514676,0.44193782945208043,0.5137229553067155
2020-04-17,68.70508575439453,69.71331699752928,67.26198676311418,69.16425698531064,215250000,0.057047425018528,0.0014492299861537106,0.7793107752203555,0.3946897025238726,0.5288320494447853
2020-04-20,67.27899932861328,68.43299223390707,67.25956692084206,67.52680886594457,130015200,0.06447313065566351,0.0005518027924104052,0.6961289740156252,0.2555469765687635,0.5317995192971844
2020-04-21,65.19937896728516,67.35673938059448,64.48511754898358,67.12108160089471,180991600,0.06570657227619481,0.000714973490497095,0.6346048761772801,0.2354769232501726,0.5214654824877254
2020-04-22,67.07736206054688,67.51466169917224,66.1298745674451,66.47242174970017,116862400,0.06919156005473215,2.966867009579488e-05,0.7771103343052262,0.17932976114071641,0.5235670717467096
2020-04-23,66.81739044189453,68.44998669440024,66.77851821991604,67.02146404669297,124814400,0.07106471037566076,0.0,0.7506599915805892,0.15020362844594926,0.5231036414014589
2020-04-24,68.74637603759766,68.7560959459344,67.29598925775215,67.3445813853182,126161200,0.07419636807880114,0.0025765917022857465,0.8141551511463634,0.1251798082166377,0.533212989237485
2020-04-27,68.79499053955078,69.12782522068554,68.01270448166582,68.46214844429589,117087600,0.07627024144782046,0.0029622657803572983,0.719816770150119,0.11570075271839902,0.5406865672082258
2020-04-28,67.67985534667969,69.44121285588518,67.58754214647125,69.25900345838117,112004800,0.07449952723990794,0.005659749510641854,0.7035965893531868,0.10059373439934347,0.5393233384711505
2020-04-29,69.90282440185547,70.37414002699974,68.96991306323223,69.17398672348229,137280800,0.07518942655006045,0.008245990867520758,0.718039827841398,0.11373926426152922,0.5502320218295615
2020-04-30,71.37747955322266,71.55483267240312,70.05342927151027,70.44456848623724,183064000,0.07667580389616868,0.011741522926631998,0.7399054835821554,0.15266227802712554,0.5663315360790172
2020-05-01,70.2283706665039,72.64082159078217,69.44608459896145,69.54326147278059,240616800,0.07798660273772606,0.015026427924553887,0.6666304607027358,0.16800461683596055,0.5712390659540163
2020-05-04,71.22200775146484,71.35076875806811,69.5602589927265,70.25265616239726,133568000,0.08137959299965147,0.019767246394956972,0.600590117126061,0.19019030101566042,0.5796336318027541
2020-05-05,72.29095458984375,73.12668876890349,71.53782109644345,71.68359006518509,147751200,0.08748195050150198,0.02519559751453726,0.6575663563771659,0.17350717245041652,0.5910972498206482
2020-05-06,73.03679656982422,73.67088154496368,72.60920959206076,72.99549252187859,142333600,0.09261009152686062,0.02918212067603465,0.6629780098387353,0.18896240240190926,0.6029782874412701
2020-05-07,73.7923583984375,74.13977654354584,73.3623469812468,73.66602924556396,115215200,0.09861210720013092,0.03350017224330648,0.7223420955803982,0.18622348086535373,0.6151068142670926
2020-05-08,75.54874420166016,75.60233726161975,74.12610085040929,74.45496701678917,133838400,0.10446559937248678,0.03739617661376393,0.8257269949531351,0.23654799079267935,0.6330414769246362
2020-05-11,76.7375259399414,77.23447163035509,74.84472235640838,75.05422519130572,145946400,0.11130021456436423,0.04244869429989162,0.9560474596590046,0.2815379888235211,0.6520594307188156
2020-05-12,75.86056518554688,77.87760182453242,75.73876343818256,77.42449545855905,162301200,0.11833978076413398,0.046709122778910483,0.8786721098821584,0.24318585578806678,0.6598402172630949
2020-05-13,74.94461822509766,76.96653181484587,73.86301804797671,76.04083401805624,200622400,0.12267828464501696,0.05072849273111468,0.8416786994505415,0.21681411982534438,0.6585042817711944
2020-05-14,75.40502166748047,75.46592253617749,73.45375545548762,74.17969648666386,158929200,0.12614401682402365,0.05588078174337063,0.8125843912479797,0.20834374907402137,0.6579489589472078
2020-05-15,74.95922088623047,75.00550613978024,73.13219488038561,73.16630293423822,166348400,0.13021495124889892,0.060598819994911124,0.7865790744161886,0.15319806766575203,0.6528047631153624
2020-05-18,76.72535705566406,77.10050853103726,75.59504066999202,76.28931213886284,135178400,0.1349506273100769,0.06611710761886747,0.8834684668904094,0.11908201106030222,0.6568330824416382
2020-05-19,76.28199768066406,77.59257816496145,76.25032803863408,76.7424043944102,101729600,0.13838495178770116,0.0699380680486631,0.8146788474353767,0.08235204802139948,0.6553068034042835
2020-05-20,77.76555633544922,77.83619600542188,77.1053854269129,77.1443628832028,111504800,0.14245408736011433,0.07443740641670704,0.8148814159174345,0.07258382844441685,0.6605175493468008
2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800,0.1453741501185315,0.07826727350331264,0.8508687475301548,0.049567724504631955,0.6590918471364123
2020-05-22,77.68272399902344,77.76554829725728,76.82036552394693,76.92267483121685,81803200,0.14721045678976175,0.08210644553080637,0.8400249056542186,0.06107025483808151,0.6586694744213503
2020-05-26,77.15653228759766,78.98598935270707,77.10050081133224,78.80572515787038,125522000,0.14757101510078208,0.08539486288188458,0.7776348072754695,0.06439359428110425,0.653159327280674
2020-05-27,77.49270629882812,77.63886988657548,76.26981939752606,77.01281453766303,112945200,0.14897548557346918,0.08776238455752017,0.7654893583568461,0.06876665662194989,0.6486807347799567
2020-05-28,77.52681732177734,78.79112013772229,76.88857731287194,77.16628144944023,133560800,0.15119748853410464,0.09033464055330698,0.7419614546077934,0.05224992246266233,0.6433258101428223
2020-05-29,77.45128631591797,78.2332513575919,77.09318892472729,77.77040626057638,153532400,0.15295831561863038,0.09271621629986093,0.6642810881231236,0.036118692463494764,0.6367153532625103
2020-06-01,78.4037857055664,78.52558745206125,77.27346192968375,77.40500989747099,80791200,0.15592239117597473,0.0956770927442383,0.6524569923606872,0.0,0.6351033213614334
2020-06-02,78.76675415039062,78.79111598702812,77.69246183211925,78.1358219826799,87642800,0.15767902969162895,0.09918414243356011,0.7402744206962976,0.013124912267358277,0.6340385274215912
2020-06-03,79.20036315917969,79.46345908381795,78.51339955329883,79.08830763863511,104491200,0.16019030651060706,0.10345844563920481,0.8454366923033607,0.014612946985639697,0.6338204962326864
2020-06-04,78.51829528808594,79.3221840014377,78.14314375256639,79.02255640324537,87560400,0.16083804439553429,0.10695120135550273,0.7601486031464646,0.01838011988550231,0.6278580047394218
2020-06-05,80.75454711914062,80.81544798423802,78.73994917802648,78.7691804038032,137250400,0.1639090006758105,0.11120601892022897,0.8746906589333696,0.06761823809306566,0.6342306541058207
2020-06-08,81.23200225830078,81.26611030883014,79.73628097969248,80.45003728556084,95654400,0.16696318298513513,0.11501770468804295,0.8380024174454287,0.10866422290648012,0.6400894175968542
2020-06-09,83.79716491699219,84.19180139437105,80.87879976817435,80.9104694123917,147712400,0.17267750043725572,0.11959765715097492,0.9401371809055684,0.193121714543321,0.6574741730353628
2020-06-10,85.95305633544922,86.423209296877,84.30873274320918,84.74965447468956,166651600,0.1799576992621862,0.12517620795091822,0.9510963195373775,0.2946304454989845,0.681339590640554
2020-06-11,81.82640075683594,85.51943010387768,81.7240914667439,85.0931240487231,201662400,0.1836575251720023,0.12881630781377984,0.7243669281352922,0.2786098198282926,0.6739127453604163
2020-06-12,82.5328598022461,84.72529122191342,81.41715908416947,83.97499574044802,200146000,0.18803025977090537,0.13222188822906167,0.7298480898114756,0.25415170294638206,0.6698235129389719
2020-06-15,83.55355834960938,84.20885233004024,81.01764513591078,81.1808627446549,138808800,0.19246168029009625,0.13628988028226952,0.7803579478040248,0.2425709656918612,0.6702013514095214
2020-06-16,85.76790618896484,86.04074831926326,83.97498822355983,85.61687322748851,165428800,0.19848622757522782,0.14073053812947878,0.8172048419913258,0.2552246721849083,0.6809330963732597
2020-06-17,85.64856719970703,86.5766960865549,85.5267654304704,86.5157952019366,114406400,0.20403495868866384,0.1448084290559717,0.8109833418941266,0.24716491985751943,0.6862458742448372
2020-06-18,85.68266296386719,86.1016612872621,85.071215791131,85.60470805854047,96820400,0.2101999543340951,0.14866903389098796,0.8151350552190304,0.19000492092363658,0.6881340707513267
2020-06-19,85.19302368164062,86.85927087357204,84.0797538062018,86.39155627628752,264476000,0.21401929889016258,0.15214949637123898,0.7742027790188446,0.15837677351512505,0.6843084396631852
2020-06-22,87.42198944091797,87.5657146180658,85.54137006793363,85.58765532903756,135445200,0.21934583233359706,0.1557742308536153,0.8086823978405477,0.15315632923367448,0.6916700939068567
2020-06-23,89.28797149658203,90.71305315419569,88.25021842917943,88.6716550705198,212155600,0.22407071528000233,0.15960570505141314,0.8309772025295779,0.2155082155712349,0.7056272203262525
2020-06-24,87.71188354492188,89.83854496849224,87.33673203943316,88.91528553845141,192623200,0.22558420015098668,0.16322374556630193,0.7953984615367504,0.23203765729937537,0.7048155253376086
2020-06-25,88.87629699707031,88.915274447835,87.10530228917064,87.86778240746746,137522400,0.23165069221122947,0.16747689080372952,0.7778860195735825,0.2107895674186035,0.7081882107493322
2020-06-26,86.14549255371094,88.99321758938132,85.99689057767071,88.77153754918204,205256800,0.2347593915674353,0.17075580523645395,0.6736967196316778,0.15682073966985496,0.6924200038302637
2020-06-29,88.13087463378906,88.22588356795558,85.57303786343928,86.05293705962484,130646000,0.23869820881366932,0.17477692554236957,0.6617836356389559,0.11900005062707858,0.6889329368663932
2020-06-30,88.86654663085938,89.15400438756762,87.69725289921185,87.71673790659106,140223200,0.24136461367946282,0.17848345965528156,0.6298221358948625,0.12431331124897355,0.6879271044139178
2020-07-01,88.69844818115234,89.49015938981478,88.64973195190088,88.94449004339968,110737200,0.24398906063983516,0.18227402705037155,0.7847921791491157,0.1160477855009849,0.6836839127895893
2020-07-02,88.69844818115234,90.2477699814199,88.5839616970271,89.60953013498354,114041600,0.24658416792264104,0.1856116848908903,0.7696731669664347,0.09820104877463673,0.6779185301543263
2020-07-06,91.07115936279297,91.5413122788703,90.10161486932252,90.13328451010696,118655600,0.2516423506566261,0.18985069686641332,0.7975515830354336,0.0939243155858937,0.6846591759670084
2020-07-07,90.7885971069336,92.23316420656545,90.67654156851252,91.45119898339688,112424400,0.25453934346047435,0.19385173526986654,0.7352381339847366,0.11019170908982348,0.6858647272364456
2020-07-08,92.9030532836914,92.93472292396123,91.68259753162141,91.77029864576771,117092000,0.2576501502314259,0.1986589262679338,0.7879789175034078,0.17658991540795838,0.6964925159465499
2020-07-09,93.30257415771484,93.85311298440196,92.25020530715545,93.79951991976638,125642800,0.2624609841867148,0.20348545617068015,0.7949663222038952,0.217665466903038,0.704527752985533
2020-07-10,93.46578979492188,93.52425969060765,92.28188034447685,92.89575849276069,90257200,0.26641027942028295,0.20835139989312823,0.8209887510566009,0.2517383093232302,0.7090824760126876
2020-07-13,93.03461456298828,97.39755418632491,92.82024229124636,94.77637811960794,191649200,0.2723384239698168,0.2131087704442376,0.7541646479379368,0.21002010972030616,0.7074431934750515
2020-07-14,94.57418823242188,94.76662964226465,91.47555145597293,92.41341897123698,170989200,0.2778829468189161,0.218045366501329,0.7462421770989935,0.2158103571786006,0.712293103412309
2020-07-15,95.224609375,96.70815384014621,94.02120745599402,96.45724252536823,153198000,0.28335411062636706,0.2230697178169534,0.8471582886014513,0.2235946195061973,0.717063050500546
2020-07-16,94.05286407470703,94.91278403772657,93.45116319854178,94.0918415225212,110577600,0.2879616282973515,0.22760397708080105,0.7541986216053581,0.18410264201016818,0.711246338395543
2020-07-17,93.86286926269531,94.66188849020998,93.38783943733658,94.50598610723088,92186800,0.29240565391408724,0.23228845931647812,0.9189693106812112,0.10830498072466221,0.7028423825190231
2020-07-20,95.84093475341797,95.97979054933192,93.60465613852993,93.95057642119791,90318000,0.29651008375962584,0.23689412090019157,0.9188401142279107,0.10778132573878649,0.704964215315653
2020-07-21,94.51815032958984,96.71058165166797,94.26723904231955,96.63506516753144,103433200,0.29971939411576587,0.24095019470996415,0.8075116761070907,0.05039134045858282,0.6963428202649408
2020-07-22,94.78369140625,95.4682166933375,94.13083576579898,94.21852946338672,89001600,0.3013376982510211,0.24430422645146987,0.8252727050242372,0.04060158889420644,0.6885286839718517
2020-07-23,90.46946716308594,94.59367254925417,89.65583238188394,94.51571764664843,197004400,0.29889978703884656,0.24568302304276612,0.6088755008683628,0.11904591910779047,0.6551220320136153
2020-07-24,90.24534606933594,90.59126629328685,86.86412846693426,88.65949241794259,185438800,0.2961285694739373,0.24825320842717635,0.5163939482383988,0.17398557635159884,0.6255455396882847
2020-07-27,92.38417053222656,92.47674103323078,91.08820582072967,91.31231683287815,121214000,0.2955688571868643,0.25126067479210046,0.6038387209293942,0.1785612662160435,0.6128837540893313
2020-07-28,90.86654663085938,92.13084942839727,90.8616698028327,91.95301619177205,103625600,0.29237840195580167,0.25349322707735233,0.4753841598216532,0.197284290442637,0.5926096096106361
2020-07-29,92.6082992553711,92.79344027792474,91.31476537959648,91.35130441452465,90329200,0.2901270461872899,0.2555815027021857,0.5254991163022755,0.18162490915218443,0.5853298642848809
2020-07-30,93.72888946533203,93.83363719107348,91.3683708441203,91.77762295924211,158130000,0.2898482634465912,0.2580483112414452,0.5568267855966748,0.17932183132815332,0.5847448529188004
2020-07-31,103.54121398925781,103.69224694100457,98.2452698532813,100.25256736598999,374336800,0.298176556436905,0.26350027524981745,0.7684556203119947,0.4369409060253821,0.6393519118761438
2020-08-03,106.15022277832031,108.78113754648273,105.13196195503649,105.43158949553171,308151200,0.3070477811781852,0.26989821285567017,0.7819221769630186,0.6490897512427989,0.6951901083582339
2020-08-04,106.85911560058594,107.95533138544933,105.6142978102183,106.34023893961368,173071600,0.3176672804276862,0.2758320936110593,0.7826299418070853,0.8023362859261411,0.7404390108188084
2020-08-05,107.24642944335938,107.56798781328907,106.11123636225952,106.57895830344707,121776800,0.3283915661156832,0.28131455779488324,0.8213481781104838,0.9117008690998123,0.7750280991805292
2020-08-06,110.98818969726562,111.48514293061744,106.98822429560298,107.58017903042834,202428800,0.34604809084998,0.2884204861095604,0.863198329500995,1.0,0.8201450019151042
2020-08-07,108.46478271484375,110.96622042952936,107.66432294404805,110.50741895463568,198045600,0.361726061700285,0.2944005748054448,0.7765891441656871,0.966091857241985,0.8369981645219358
2020-08-10,110.04130554199219,111.06384515107565,107.37879853018043,109.91684136955703,212403600,0.37692016749889967,0.3016956298285357,0.8267870497373656,0.934306646802691,0.8550723468672294
2020-08-11,106.7686767578125,109.80212560376098,106.50754929237706,109.30184106884684,187902400,0.3906040775691705,0.3073854882179913,0.7452667091209311,0.767285258208833,0.8460353444115372
2020-08-12,110.31707000732422,110.57575468715021,107.66920508325637,107.8644362745087,165598000,0.40584261633663055,0.3139340307757251,0.8814689625956278,0.581706736462652,0.8550520300920184
2020-08-13,112.26939392089844,113.27729135692857,111.21268497099322,111.70321312934962,210082000,0.42179686860359,0.32112990840508493,0.9005571552891024,0.2722886722302609,0.8689400269973051
2020-08-14,112.16935729980469,112.25965191516508,110.35123604518499,112.09370465193015,165565200,0.42922145488180286,0.32829524626349993,0.8833999970937562,0.2293830612623705,0.8746940286436993
2020-08-17,111.87651062011719,113.32124690635658,111.2468836328708,113.29684114303221,119561600,0.43414897133639563,0.33464682686347147,0.9171729541460685,0.21451091946707274,0.8729018373711238
2020-08-18,112.80873107910156,113.23580577761628,111.29078528133417,111.6275653780633,105633600,0.43926866300730616,0.34136926351049324,0.9117764094710861,0.2079609760209381,0.872256699040284
2020-08-19,112.95027923583984,114.37060953313465,112.85510645586433,113.21872769457819,145538000,0.4441768713411284,0.34748939913647003,0.904880455188654,0.18859895935654347,0.8679746219921516
2020-08-20,115.45660400390625,115.57130437194682,112.97468644336531,112.99177121995677,126907200,0.44802197756530293,0.35425271230729305,0.8358699082770553,0.2508961035219472,0.8744792262166287
2020-08-21,121.4063720703125,121.8920146880567,116.40837460528758,116.42057376195339,338054800,0.45915831863991474,0.3627825784045936,0.8719538451636801,0.4298258392456738,0.9091458565658748
2020-08-24,122.85842895507812,125.71617466653899,120.98418258863119,125.63075077449842,345937600,0.47018755577632565,0.3718873687331521,0.8788256348891843,0.5680022133588913,0.9396391175627634
2020-08-25,121.85054016113281,122.19708413757137,120.12027798481839,121.72608342497273,211495600,0.4831656197750188,0.38021445466434534,0.8435718050917642,0.5527437924966541,0.9523809926176209
2020-08-26,123.50757598876953,123.96637748179133,122.1018875756972,123.17323866286968,163022400,0.49451615559572204,0.3888488458760977,0.8210478224899712,0.5866106399311533,0.9663817815815969
2020-08-27,122.03113555908203,124.44715723049082,120.8816888747977,124.11281986347238,155552400,0.5029162122950266,0.39739021795787566,0.8557891647428505,0.5850917596901266,0.9632052796026336
2020-08-28,121.83344268798828,123.429476621527,121.60892012172948,123.00972286968064,187630000,0.5112322350106993,0.4059292399306783,0.8306452643005794,0.5510128441479853,0.9539543065924497
2020-08-31,125.965087890625,127.8783894314197,122.99753487296857,124.53988670086144,225702700,0.5233555683533768,0.41512571944647103,0.9922128147447246,0.5315049147562405,0.9649247061952333
2020-09-01,130.9826202392578,131.5878564000405,127.41960197636358,129.59645917907037,151948100,0.5389943452285035,0.42625780834042615,0.9999999999999999,0.5826337913341786,0.9967030991757151
2020-09-02,128.2688446044922,134.69205062860914,123.9736987933479,134.3113445903267,200119000,0.5521760931601793,0.4364803538197367,0.8884140579247721,0.4832844935885538,1.0
2020-09-03,117.99954223632812,125.7698621363214,117.6285999549482,123.88585934482386,257599600,0.5543643118333328,0.44488489785209995,0.639025575580685,0.4197107656675951,0.9375328550167112
2020-09-04,118.0776138305664,120.75231961845927,108.24757460901345,117.20882245295603,332607200,0.5514998887632967,0.4533816970543346,0.6453328152444056,0.46639366878000005,0.8837061267181696
2020-09-08,110.13159942626953,116.15457202546442,109.99493609758322,111.23466984997847,231366600,0.5405483502359705,0.45879973704167176,0.5133368894504771,0.6985734411365796,0.7911582420349936
2020-09-09,114.52436065673828,116.30099125669896,112.51345114458287,114.46579279058768,176940500,0.5342441142187542,0.4660221343348495,0.5674403662396487,0.7604016221078824,0.7402230529900815
